location,treatment,pair,plot,point,date,year,DOY,CumLS2022,CumES2023,CumLS2023,TD [cm],Note
2,I,7,2I7,E,07/08/2022,2022,219,50,0,0,57,
2,I,7,2I7,G,07/08/2022,2022,219,50,0,0,57,
2,I,7,2I7,I,07/08/2022,2022,219,50,0,0,57,
1,C,1,1C1,A,18/08/2022,2022,230,0,0,0,90.9,
1,C,1,1C1,C,18/08/2022,2022,230,0,0,0,88.5,
1,C,1,1C1,E,18/08/2022,2022,230,0,0,0,85.6,
1,C,1,1C1,G,18/08/2022,2022,230,0,0,0,85.7,
1,C,1,1C1,I,18/08/2022,2022,230,0,0,0,85.7,
1,I,1,1I1,A,18/08/2022,2022,230,0,0,0,93.6,
1,I,1,1I1,C,18/08/2022,2022,230,0,0,0,94.5,
1,I,1,1I1,E,18/08/2022,2022,230,0,0,0,93.3,
1,I,1,1I1,G,18/08/2022,2022,230,0,0,0,94.5,
1,I,1,1I1,I,18/08/2022,2022,230,0,0,0,96.6,
1,C,2,1C2,A,18/08/2022,2022,230,0,0,0,90.2,
1,C,2,1C2,C,18/08/2022,2022,230,0,0,0,85.6,
1,C,2,1C2,E,18/08/2022,2022,230,0,0,0,89.3,
1,C,2,1C2,G,18/08/2022,2022,230,0,0,0,89.2,
1,C,2,1C2,I,18/08/2022,2022,230,0,0,0,89.5,
1,I,2,1I2,A,18/08/2022,2022,230,0,0,0,90.2,
1,I,2,1I2,C,18/08/2022,2022,230,0,0,0,89.5,
1,I,2,1I2,E,18/08/2022,2022,230,0,0,0,91.9,
1,I,2,1I2,G,18/08/2022,2022,230,0,0,0,87.6,
1,I,2,1I2,I,18/08/2022,2022,230,0,0,0,91.4,
1,C,3,1C3,A,18/08/2022,2022,230,0,0,0,101.5,
1,C,3,1C3,C,18/08/2022,2022,230,0,0,0,100.1,
1,C,3,1C3,E,18/08/2022,2022,230,0,0,0,98.3,
1,C,3,1C3,G,18/08/2022,2022,230,0,0,0,101.2,
1,C,3,1C3,I,18/08/2022,2022,230,0,0,0,102.8,
1,I,3,1I3,A,18/08/2022,2022,230,0,0,0,94.7,
1,I,3,1I3,C,18/08/2022,2022,230,0,0,0,94.6,
1,I,3,1I3,E,18/08/2022,2022,230,0,0,0,95.4,
1,I,3,1I3,G,18/08/2022,2022,230,0,0,0,95.5,
1,I,3,1I3,I,18/08/2022,2022,230,0,0,0,93.4,
1,C,4,1C4,A,18/08/2022,2022,230,0,0,0,92,
1,C,4,1C4,C,18/08/2022,2022,230,0,0,0,82.8,
1,C,4,1C4,E,18/08/2022,2022,230,0,0,0,85.3,
1,C,4,1C4,G,18/08/2022,2022,230,0,0,0,92.7,
1,C,4,1C4,I,18/08/2022,2022,230,0,0,0,85.6,
1,I,4,1I4,A,18/08/2022,2022,230,0,0,0,89.7,
1,I,4,1I4,C,18/08/2022,2022,230,0,0,0,89.5,
1,I,4,1I4,E,18/08/2022,2022,230,0,0,0,91.8,
1,I,4,1I4,G,18/08/2022,2022,230,0,0,0,89.5,
1,I,4,1I4,I,18/08/2022,2022,230,0,0,0,89.7,
1,C,5,1C5,A,18/08/2022,2022,230,0,0,0,96.2,
1,C,5,1C5,C,18/08/2022,2022,230,0,0,0,91.5,
1,C,5,1C5,E,18/08/2022,2022,230,0,0,0,91.1,
1,C,5,1C5,G,18/08/2022,2022,230,0,0,0,95.7,
1,C,5,1C5,I,18/08/2022,2022,230,0,0,0,95.1,
1,I,5,1I5,A,18/08/2022,2022,230,0,0,0,90,
1,I,5,1I5,C,18/08/2022,2022,230,0,0,0,94.2,
1,I,5,1I5,E,18/08/2022,2022,230,0,0,0,92.2,
1,I,5,1I5,G,18/08/2022,2022,230,0,0,0,90.4,
1,I,5,1I5,I,18/08/2022,2022,230,0,0,0,92.8,
1,C,6,1C6,A,18/08/2022,2022,230,0,0,0,85.9,
1,C,6,1C6,C,18/08/2022,2022,230,0,0,0,86.7,
1,C,6,1C6,E,18/08/2022,2022,230,0,0,0,87,
1,C,6,1C6,G,18/08/2022,2022,230,0,0,0,94.2,
1,C,6,1C6,I,18/08/2022,2022,230,0,0,0,88.3,
1,I,6,1I6,A,18/08/2022,2022,230,0,0,0,88.3,
1,I,6,1I6,C,18/08/2022,2022,230,0,0,0,92.5,
1,I,6,1I6,E,18/08/2022,2022,230,0,0,0,89.6,
1,I,6,1I6,G,18/08/2022,2022,230,0,0,0,90.6,
1,I,6,1I6,I,18/08/2022,2022,230,0,0,0,91.2,
1,C,7,1C7,A,18/08/2022,2022,230,0,0,0,94.7,
1,C,7,1C7,C,18/08/2022,2022,230,0,0,0,93.6,
1,C,7,1C7,E,18/08/2022,2022,230,0,0,0,93.2,
1,C,7,1C7,G,18/08/2022,2022,230,0,0,0,95.5,
1,C,7,1C7,I,18/08/2022,2022,230,0,0,0,97.3,
1,I,7,1I7,A,18/08/2022,2022,230,0,0,0,101.5,
1,I,7,1I7,C,18/08/2022,2022,230,0,0,0,94.6,
1,I,7,1I7,E,18/08/2022,2022,230,0,0,0,95.4,
1,I,7,1I7,G,18/08/2022,2022,230,0,0,0,96.8,
1,I,7,1I7,I,18/08/2022,2022,230,0,0,0,101.6,
2,C,1,2C1,A,18/08/2022,2022,230,0,0,0,61.1,
2,C,1,2C1,C,18/08/2022,2022,230,0,0,0,62.7,
2,C,1,2C1,E,18/08/2022,2022,230,0,0,0,58.6,
2,C,1,2C1,G,18/08/2022,2022,230,0,0,0,57,
2,C,1,2C1,I,18/08/2022,2022,230,0,0,0,60.1,
2,I,1,2I1,A,18/08/2022,2022,230,0,0,0,59.1,
2,I,1,2I1,C,18/08/2022,2022,230,0,0,0,61.4,
2,I,1,2I1,E,18/08/2022,2022,230,0,0,0,59.3,
2,I,1,2I1,G,18/08/2022,2022,230,0,0,0,60.6,
2,I,1,2I1,I,18/08/2022,2022,230,0,0,0,62.1,
2,C,2,2C2,A,18/08/2022,2022,230,0,0,0,58.1,
2,C,2,2C2,C,18/08/2022,2022,230,0,0,0,49.5,
2,C,2,2C2,E,18/08/2022,2022,230,0,0,0,52.2,
2,C,2,2C2,G,18/08/2022,2022,230,0,0,0,59.8,
2,C,2,2C2,I,18/08/2022,2022,230,0,0,0,54.8,
2,I,2,2I2,A,18/08/2022,2022,230,0,0,0,56.2,
2,I,2,2I2,C,18/08/2022,2022,230,0,0,0,47.8,
2,I,2,2I2,E,18/08/2022,2022,230,0,0,0,53.7,
2,I,2,2I2,G,18/08/2022,2022,230,0,0,0,57.4,
2,I,2,2I2,I,18/08/2022,2022,230,0,0,0,52.2,
2,C,3,2C3,A,18/08/2022,2022,230,0,0,0,54.1,
2,C,3,2C3,C,18/08/2022,2022,230,0,0,0,52.6,
2,C,3,2C3,E,18/08/2022,2022,230,0,0,0,50.8,
2,C,3,2C3,G,18/08/2022,2022,230,0,0,0,55.5,
2,C,3,2C3,I,18/08/2022,2022,230,0,0,0,54,
2,I,3,2I3,A,18/08/2022,2022,230,0,0,0,50,
2,I,3,2I3,C,18/08/2022,2022,230,0,0,0,46.6,
2,I,3,2I3,E,18/08/2022,2022,230,0,0,0,56.8,
2,I,3,2I3,G,18/08/2022,2022,230,0,0,0,60.5,
2,I,3,2I3,I,18/08/2022,2022,230,0,0,0,53.2,
2,C,4,2C4,A,18/08/2022,2022,230,0,0,0,57.7,
2,C,4,2C4,C,18/08/2022,2022,230,0,0,0,55.4,
2,C,4,2C4,E,18/08/2022,2022,230,0,0,0,56.6,
2,C,4,2C4,G,18/08/2022,2022,230,0,0,0,56.4,
2,C,4,2C4,I,18/08/2022,2022,230,0,0,0,56.9,
2,I,4,2I4,A,18/08/2022,2022,230,0,0,0,48.2,
2,I,4,2I4,C,18/08/2022,2022,230,0,0,0,46.1,
2,I,4,2I4,E,18/08/2022,2022,230,0,0,0,50.9,
2,I,4,2I4,G,18/08/2022,2022,230,0,0,0,48.6,
2,I,4,2I4,I,18/08/2022,2022,230,0,0,0,50.7,
2,C,5,2C5,A,18/08/2022,2022,230,0,0,0,58.4,
2,C,5,2C5,C,18/08/2022,2022,230,0,0,0,60.9,
2,C,5,2C5,E,18/08/2022,2022,230,0,0,0,59.4,
2,C,5,2C5,G,18/08/2022,2022,230,0,0,0,61.1,
2,C,5,2C5,I,18/08/2022,2022,230,0,0,0,59.7,
2,I,5,2I5,A,18/08/2022,2022,230,0,0,0,56.6,
2,I,5,2I5,C,18/08/2022,2022,230,0,0,0,60.8,
2,I,5,2I5,E,18/08/2022,2022,230,0,0,0,63.2,
2,I,5,2I5,G,18/08/2022,2022,230,0,0,0,55.5,
2,I,5,2I5,I,18/08/2022,2022,230,0,0,0,57.2,
2,C,6,2C6,A,18/08/2022,2022,230,0,0,0,65.8,
2,C,6,2C6,C,18/08/2022,2022,230,0,0,0,56.2,
2,C,6,2C6,E,18/08/2022,2022,230,0,0,0,52.5,
2,C,6,2C6,G,18/08/2022,2022,230,0,0,0,60.7,
2,C,6,2C6,I,18/08/2022,2022,230,0,0,0,51,
2,I,6,2I6,A,18/08/2022,2022,230,0,0,0,56,
2,I,6,2I6,C,18/08/2022,2022,230,0,0,0,59.6,
2,I,6,2I6,E,18/08/2022,2022,230,0,0,0,57.2,
2,I,6,2I6,G,18/08/2022,2022,230,0,0,0,53.6,
2,I,6,2I6,I,18/08/2022,2022,230,0,0,0,56.7,
2,C,7,2C7,A,18/08/2022,2022,230,0,0,0,63.4,
2,C,7,2C7,C,18/08/2022,2022,230,0,0,0,60.3,
2,C,7,2C7,E,18/08/2022,2022,230,0,0,0,57.7,
2,C,7,2C7,G,18/08/2022,2022,230,0,0,0,56.6,
2,C,7,2C7,I,18/08/2022,2022,230,0,0,0,59.7,
2,I,7,2I7,A,18/08/2022,2022,230,0,0,0,59.6,
2,I,7,2I7,C,18/08/2022,2022,230,0,0,0,62.1,
2,I,7,2I7,E,18/08/2022,2022,230,0,0,0,58.7,
2,I,7,2I7,G,18/08/2022,2022,230,0,0,0,62.6,
2,I,7,2I7,I,18/08/2022,2022,230,0,0,0,61,
1,C,1,1C1,A,11/09/2022,2022,254,0,0,0,94,
1,C,1,1C1,C,11/09/2022,2022,254,0,0,0,92,
1,C,1,1C1,E,11/09/2022,2022,254,0,0,0,87,
1,C,1,1C1,G,11/09/2022,2022,254,0,0,0,90,
1,C,1,1C1,I,11/09/2022,2022,254,0,0,0,89,
1,I,1,1I1,A,11/09/2022,2022,254,50,0,0,97,
1,I,1,1I1,C,11/09/2022,2022,254,50,0,0,97,
1,I,1,1I1,E,11/09/2022,2022,254,50,0,0,96,
1,I,1,1I1,G,11/09/2022,2022,254,50,0,0,100,
1,I,1,1I1,I,11/09/2022,2022,254,50,0,0,98,
1,C,2,1C2,A,11/09/2022,2022,254,0,0,0,94,
1,C,2,1C2,C,11/09/2022,2022,254,0,0,0,88,
1,C,2,1C2,E,11/09/2022,2022,254,0,0,0,91,
1,C,2,1C2,G,11/09/2022,2022,254,0,0,0,91,
1,C,2,1C2,I,11/09/2022,2022,254,0,0,0,91,
1,I,2,1I2,A,11/09/2022,2022,254,50,0,0,92,
1,I,2,1I2,C,11/09/2022,2022,254,50,0,0,91,
1,I,2,1I2,E,11/09/2022,2022,254,50,0,0,95,
1,I,2,1I2,G,11/09/2022,2022,254,50,0,0,91,
1,I,2,1I2,I,11/09/2022,2022,254,50,0,0,91,
1,C,3,1C3,A,11/09/2022,2022,254,0,0,0,106,
1,C,3,1C3,C,11/09/2022,2022,254,0,0,0,103,
1,C,3,1C3,E,11/09/2022,2022,254,0,0,0,103,
1,C,3,1C3,G,11/09/2022,2022,254,0,0,0,104,
1,C,3,1C3,I,11/09/2022,2022,254,0,0,0,109,
1,I,3,1I3,A,11/09/2022,2022,254,50,0,0,97,
1,I,3,1I3,C,11/09/2022,2022,254,50,0,0,98,
1,I,3,1I3,E,11/09/2022,2022,254,50,0,0,99,
1,I,3,1I3,G,11/09/2022,2022,254,50,0,0,101,
1,I,3,1I3,I,11/09/2022,2022,254,50,0,0,95,
1,C,4,1C4,A,11/09/2022,2022,254,0,0,0,94,
1,C,4,1C4,C,11/09/2022,2022,254,0,0,0,87,
1,C,4,1C4,E,11/09/2022,2022,254,0,0,0,89,
1,C,4,1C4,G,11/09/2022,2022,254,0,0,0,96,
1,C,4,1C4,I,11/09/2022,2022,254,0,0,0,90,
1,I,4,1I4,A,11/09/2022,2022,254,50,0,0,94,
1,I,4,1I4,C,11/09/2022,2022,254,50,0,0,94,
1,I,4,1I4,E,11/09/2022,2022,254,50,0,0,96,
1,I,4,1I4,G,11/09/2022,2022,254,50,0,0,94,
1,I,4,1I4,I,11/09/2022,2022,254,50,0,0,96,
1,C,5,1C5,A,11/09/2022,2022,254,0,0,0,101,
1,C,5,1C5,C,11/09/2022,2022,254,0,0,0,100,
1,C,5,1C5,E,11/09/2022,2022,254,0,0,0,95,
1,C,5,1C5,G,11/09/2022,2022,254,0,0,0,99,
1,C,5,1C5,I,11/09/2022,2022,254,0,0,0,100,
1,I,5,1I5,A,11/09/2022,2022,254,50,0,0,96,
1,I,5,1I5,C,11/09/2022,2022,254,50,0,0,100,
1,I,5,1I5,E,11/09/2022,2022,254,50,0,0,97,
1,I,5,1I5,G,11/09/2022,2022,254,50,0,0,95,
1,I,5,1I5,I,11/09/2022,2022,254,50,0,0,97,
1,C,6,1C6,A,11/09/2022,2022,254,0,0,0,89,
1,C,6,1C6,C,11/09/2022,2022,254,0,0,0,88,
1,C,6,1C6,E,11/09/2022,2022,254,0,0,0,89,
1,C,6,1C6,G,11/09/2022,2022,254,0,0,0,95,
1,C,6,1C6,I,11/09/2022,2022,254,0,0,0,89,
1,I,6,1I6,A,11/09/2022,2022,254,50,0,0,93,
1,I,6,1I6,C,11/09/2022,2022,254,50,0,0,97,
1,I,6,1I6,E,11/09/2022,2022,254,50,0,0,95,
1,I,6,1I6,G,11/09/2022,2022,254,50,0,0,96,
1,I,6,1I6,I,11/09/2022,2022,254,50,0,0,102,
1,C,7,1C7,A,11/09/2022,2022,254,0,0,0,101,
1,C,7,1C7,C,11/09/2022,2022,254,0,0,0,95,
1,C,7,1C7,E,11/09/2022,2022,254,0,0,0,99,
1,C,7,1C7,G,11/09/2022,2022,254,0,0,0,104,
1,C,7,1C7,I,11/09/2022,2022,254,0,0,0,101,
1,I,7,1I7,A,11/09/2022,2022,254,50,0,0,104,
1,I,7,1I7,C,11/09/2022,2022,254,50,0,0,101,
1,I,7,1I7,E,11/09/2022,2022,254,50,0,0,99,
1,I,7,1I7,G,11/09/2022,2022,254,50,0,0,100,
1,I,7,1I7,I,11/09/2022,2022,254,50,0,0,105,
2,C,1,2C1,A,12/09/2022,2022,255,0,0,0,63.5,
2,C,1,2C1,C,12/09/2022,2022,255,0,0,0,70,
2,C,1,2C1,E,12/09/2022,2022,255,0,0,0,62,
2,C,1,2C1,G,12/09/2022,2022,255,0,0,0,60,
2,C,1,2C1,I,12/09/2022,2022,255,0,0,0,61,
2,I,1,2I1,A,12/09/2022,2022,255,50,0,0,66.5,
2,I,1,2I1,C,12/09/2022,2022,255,50,0,0,71.5,
2,I,1,2I1,E,12/09/2022,2022,255,50,0,0,65,
2,I,1,2I1,G,12/09/2022,2022,255,50,0,0,64,
2,I,1,2I1,I,12/09/2022,2022,255,50,0,0,67,
2,C,2,2C2,A,12/09/2022,2022,255,0,0,0,62,
2,C,2,2C2,C,12/09/2022,2022,255,0,0,0,57,
2,C,2,2C2,E,12/09/2022,2022,255,0,0,0,59,
2,C,2,2C2,G,12/09/2022,2022,255,0,0,0,61,
2,C,2,2C2,I,12/09/2022,2022,255,0,0,0,58,
2,I,2,2I2,A,12/09/2022,2022,255,50,0,0,59,
2,I,2,2I2,C,12/09/2022,2022,255,50,0,0,51,
2,I,2,2I2,E,12/09/2022,2022,255,50,0,0,60,
2,I,2,2I2,G,12/09/2022,2022,255,50,0,0,63,
2,I,2,2I2,I,12/09/2022,2022,255,50,0,0,58,
2,C,3,2C3,A,12/09/2022,2022,255,0,0,0,56,
2,C,3,2C3,C,12/09/2022,2022,255,0,0,0,55.5,
2,C,3,2C3,E,12/09/2022,2022,255,0,0,0,54,
2,C,3,2C3,G,12/09/2022,2022,255,0,0,0,61,
2,C,3,2C3,I,12/09/2022,2022,255,0,0,0,56,
2,I,3,2I3,A,12/09/2022,2022,255,50,0,0,53,
2,I,3,2I3,C,12/09/2022,2022,255,50,0,0,51,
2,I,3,2I3,E,12/09/2022,2022,255,50,0,0,59,
2,I,3,2I3,G,12/09/2022,2022,255,50,0,0,63,
2,I,3,2I3,I,12/09/2022,2022,255,50,0,0,56,
2,C,4,2C4,A,12/09/2022,2022,255,0,0,0,62,
2,C,4,2C4,C,12/09/2022,2022,255,0,0,0,62.5,
2,C,4,2C4,E,12/09/2022,2022,255,0,0,0,61.5,
2,C,4,2C4,G,12/09/2022,2022,255,0,0,0,58,
2,C,4,2C4,I,12/09/2022,2022,255,0,0,0,60,
2,I,4,2I4,A,12/09/2022,2022,255,50,0,0,56,
2,I,4,2I4,C,12/09/2022,2022,255,50,0,0,51,
2,I,4,2I4,E,12/09/2022,2022,255,50,0,0,56,
2,I,4,2I4,G,12/09/2022,2022,255,50,0,0,54,
2,I,4,2I4,I,12/09/2022,2022,255,50,0,0,52,
2,C,5,2C5,A,12/09/2022,2022,255,0,0,0,64,
2,C,5,2C5,C,12/09/2022,2022,255,0,0,0,63,
2,C,5,2C5,E,12/09/2022,2022,255,0,0,0,62,
2,C,5,2C5,G,12/09/2022,2022,255,0,0,0,68,
2,C,5,2C5,I,12/09/2022,2022,255,0,0,0,62,
2,I,5,2I5,A,12/09/2022,2022,255,50,0,0,60,
2,I,5,2I5,C,12/09/2022,2022,255,50,0,0,61,
2,I,5,2I5,E,12/09/2022,2022,255,50,0,0,68,
2,I,5,2I5,G,12/09/2022,2022,255,50,0,0,58.5,
2,I,5,2I5,I,12/09/2022,2022,255,50,0,0,60,
2,C,6,2C6,A,12/09/2022,2022,255,0,0,0,71,
2,C,6,2C6,C,12/09/2022,2022,255,0,0,0,59,
2,C,6,2C6,E,12/09/2022,2022,255,0,0,0,55,
2,C,6,2C6,G,12/09/2022,2022,255,0,0,0,64,
2,C,6,2C6,I,12/09/2022,2022,255,0,0,0,55,
2,I,6,2I6,A,12/09/2022,2022,255,50,0,0,63,
2,I,6,2I6,C,12/09/2022,2022,255,50,0,0,65,
2,I,6,2I6,E,12/09/2022,2022,255,50,0,0,61,
2,I,6,2I6,G,12/09/2022,2022,255,50,0,0,60,
2,I,6,2I6,I,12/09/2022,2022,255,50,0,0,63,
2,C,7,2C7,A,12/09/2022,2022,255,0,0,0,67,
2,C,7,2C7,C,12/09/2022,2022,255,0,0,0,61,
2,C,7,2C7,E,12/09/2022,2022,255,0,0,0,59,
2,C,7,2C7,G,12/09/2022,2022,255,0,0,0,58,
2,C,7,2C7,I,12/09/2022,2022,255,0,0,0,65,
2,I,7,2I7,A,12/09/2022,2022,255,50,0,0,64,
2,I,7,2I7,C,12/09/2022,2022,255,50,0,0,63,
2,I,7,2I7,E,12/09/2022,2022,255,50,0,0,63,
2,I,7,2I7,G,12/09/2022,2022,255,50,0,0,62,
2,I,7,2I7,I,12/09/2022,2022,255,50,0,0,63,
1,C,1,1C1,A,24/05/2023,2023,144,0,0,0,9,
1,C,1,1C1,C,24/05/2023,2023,144,0,0,0,NM,"*) NM = not measured. On 24-05, only snow free area of plot was measured for TD"
1,C,1,1C1,E,24/05/2023,2023,144,0,0,0,NM,
1,C,1,1C1,G,24/05/2023,2023,144,0,0,0,NM,
1,C,1,1C1,I,24/05/2023,2023,144,0,0,0,NM,
1,I,1,1I1,A,24/05/2023,2023,144,50,0,0,9.5,
1,I,1,1I1,C,24/05/2023,2023,144,50,0,0,NM,
1,I,1,1I1,E,24/05/2023,2023,144,50,0,0,NM,
1,I,1,1I1,G,24/05/2023,2023,144,50,0,0,NM,
1,I,1,1I1,I,24/05/2023,2023,144,50,0,0,NM,
1,C,2,1C2,A,24/05/2023,2023,144,0,0,0,5.5,
1,C,2,1C2,C,24/05/2023,2023,144,0,0,0,NM,
1,C,2,1C2,E,24/05/2023,2023,144,0,0,0,NM,
1,C,2,1C2,G,24/05/2023,2023,144,0,0,0,NM,
1,C,2,1C2,I,24/05/2023,2023,144,0,0,0,NM,
1,I,2,1I2,A,24/05/2023,2023,144,50,0,0,2,
1,I,2,1I2,C,24/05/2023,2023,144,50,0,0,NM,
1,I,2,1I2,E,24/05/2023,2023,144,50,0,0,NM,
1,I,2,1I2,G,24/05/2023,2023,144,50,0,0,NM,
1,I,2,1I2,I,24/05/2023,2023,144,50,0,0,NM,
1,C,3,1C3,A,24/05/2023,2023,144,0,0,0,9,
1,C,3,1C3,C,24/05/2023,2023,144,0,0,0,NM,
1,C,3,1C3,E,24/05/2023,2023,144,0,0,0,NM,
1,C,3,1C3,G,24/05/2023,2023,144,0,0,0,NM,
1,C,3,1C3,I,24/05/2023,2023,144,0,0,0,NM,
1,I,3,1I3,A,24/05/2023,2023,144,50,0,0,8,
1,I,3,1I3,C,24/05/2023,2023,144,50,0,0,NM,
1,I,3,1I3,E,24/05/2023,2023,144,50,0,0,NM,
1,I,3,1I3,G,24/05/2023,2023,144,50,0,0,NM,
1,I,3,1I3,I,24/05/2023,2023,144,50,0,0,NM,
1,C,4,1C4,A,24/05/2023,2023,144,0,0,0,7.5,
1,C,4,1C4,C,24/05/2023,2023,144,0,0,0,NM,
1,C,4,1C4,E,24/05/2023,2023,144,0,0,0,NM,
1,C,4,1C4,G,24/05/2023,2023,144,0,0,0,NM,
1,C,4,1C4,I,24/05/2023,2023,144,0,0,0,NM,
1,I,4,1I4,A,24/05/2023,2023,144,50,0,0,4.5,
1,I,4,1I4,C,24/05/2023,2023,144,50,0,0,NM,
1,I,4,1I4,E,24/05/2023,2023,144,50,0,0,NM,
1,I,4,1I4,G,24/05/2023,2023,144,50,0,0,NM,
1,I,4,1I4,I,24/05/2023,2023,144,50,0,0,NM,
1,C,5,1C5,A,24/05/2023,2023,144,0,0,0,3,
1,C,5,1C5,C,24/05/2023,2023,144,0,0,0,NM,
1,C,5,1C5,E,24/05/2023,2023,144,0,0,0,NM,
1,C,5,1C5,G,24/05/2023,2023,144,0,0,0,NM,
1,C,5,1C5,I,24/05/2023,2023,144,0,0,0,NM,
1,I,5,1I5,A,24/05/2023,2023,144,50,0,0,6.5,
1,I,5,1I5,C,24/05/2023,2023,144,50,0,0,NM,
1,I,5,1I5,E,24/05/2023,2023,144,50,0,0,NM,
1,I,5,1I5,G,24/05/2023,2023,144,50,0,0,NM,
1,I,5,1I5,I,24/05/2023,2023,144,50,0,0,NM,
1,C,6,1C6,A,24/05/2023,2023,144,0,0,0,8.5,"*) point is ""half submerged"""
1,C,6,1C6,C,24/05/2023,2023,144,0,0,0,NM,
1,C,6,1C6,E,24/05/2023,2023,144,0,0,0,NM,
1,C,6,1C6,G,24/05/2023,2023,144,0,0,0,NM,
1,C,6,1C6,I,24/05/2023,2023,144,0,0,0,NM,
1,I,6,1I6,A,24/05/2023,2023,144,50,0,0,8.5,
1,I,6,1I6,C,24/05/2023,2023,144,50,0,0,NM,
1,I,6,1I6,E,24/05/2023,2023,144,50,0,0,NM,
1,I,6,1I6,G,24/05/2023,2023,144,50,0,0,NM,
1,I,6,1I6,I,24/05/2023,2023,144,50,0,0,NM,
1,C,7,1C7,A,24/05/2023,2023,144,0,0,0,6.5,
1,C,7,1C7,C,24/05/2023,2023,144,0,0,0,NM,
1,C,7,1C7,E,24/05/2023,2023,144,0,0,0,NM,
1,C,7,1C7,G,24/05/2023,2023,144,0,0,0,NM,
1,C,7,1C7,I,24/05/2023,2023,144,0,0,0,NM,
1,I,7,1I7,A,24/05/2023,2023,144,50,0,0,8,
1,I,7,1I7,C,24/05/2023,2023,144,50,0,0,NM,
1,I,7,1I7,E,24/05/2023,2023,144,50,0,0,NM,
1,I,7,1I7,G,24/05/2023,2023,144,50,0,0,NM,
1,I,7,1I7,I,24/05/2023,2023,144,50,0,0,NM,
2,C,1,2C1,A,24/05/2023,2023,144,0,0,0,9,
2,C,1,2C1,C,24/05/2023,2023,144,0,0,0,NM,
2,C,1,2C1,E,24/05/2023,2023,144,0,0,0,NM,
2,C,1,2C1,G,24/05/2023,2023,144,0,0,0,NM,
2,C,1,2C1,I,24/05/2023,2023,144,0,0,0,NM,
2,I,1,2I1,A,24/05/2023,2023,144,50,0,0,6.5,
2,I,1,2I1,C,24/05/2023,2023,144,50,0,0,NM,
2,I,1,2I1,E,24/05/2023,2023,144,50,0,0,NM,
2,I,1,2I1,G,24/05/2023,2023,144,50,0,0,NM,
2,I,1,2I1,I,24/05/2023,2023,144,50,0,0,NM,
2,C,2,2C2,A,24/05/2023,2023,144,0,0,0,7,
2,C,2,2C2,C,24/05/2023,2023,144,0,0,0,NM,
2,C,2,2C2,E,24/05/2023,2023,144,0,0,0,NM,
2,C,2,2C2,G,24/05/2023,2023,144,0,0,0,NM,
2,C,2,2C2,I,24/05/2023,2023,144,0,0,0,NM,
2,I,2,2I2,A,24/05/2023,2023,144,50,0,0,6.5,
2,I,2,2I2,C,24/05/2023,2023,144,50,0,0,NM,
2,I,2,2I2,E,24/05/2023,2023,144,50,0,0,NM,
2,I,2,2I2,G,24/05/2023,2023,144,50,0,0,NM,
2,I,2,2I2,I,24/05/2023,2023,144,50,0,0,NM,
2,C,3,2C3,A,24/05/2023,2023,144,0,0,0,5,
2,C,3,2C3,C,24/05/2023,2023,144,0,0,0,NM,
2,C,3,2C3,E,24/05/2023,2023,144,0,0,0,NM,
2,C,3,2C3,G,24/05/2023,2023,144,0,0,0,NM,
2,C,3,2C3,I,24/05/2023,2023,144,0,0,0,NM,
2,I,3,2I3,A,24/05/2023,2023,144,50,0,0,8,
2,I,3,2I3,C,24/05/2023,2023,144,50,0,0,NM,
2,I,3,2I3,E,24/05/2023,2023,144,50,0,0,NM,
2,I,3,2I3,G,24/05/2023,2023,144,50,0,0,NM,
2,I,3,2I3,I,24/05/2023,2023,144,50,0,0,NM,
2,C,4,2C4,A,24/05/2023,2023,144,0,0,0,7,
2,C,4,2C4,C,24/05/2023,2023,144,0,0,0,NM,
2,C,4,2C4,E,24/05/2023,2023,144,0,0,0,NM,
2,C,4,2C4,G,24/05/2023,2023,144,0,0,0,NM,
2,C,4,2C4,I,24/05/2023,2023,144,0,0,0,NM,
2,I,4,2I4,A,24/05/2023,2023,144,50,0,0,5.5,
2,I,4,2I4,C,24/05/2023,2023,144,50,0,0,NM,
2,I,4,2I4,E,24/05/2023,2023,144,50,0,0,NM,
2,I,4,2I4,G,24/05/2023,2023,144,50,0,0,NM,
2,I,4,2I4,I,24/05/2023,2023,144,50,0,0,NM,
2,C,5,2C5,A,24/05/2023,2023,144,0,0,0,7.5,
2,C,5,2C5,C,24/05/2023,2023,144,0,0,0,NM,
2,C,5,2C5,E,24/05/2023,2023,144,0,0,0,NM,
2,C,5,2C5,G,24/05/2023,2023,144,0,0,0,NM,
2,C,5,2C5,I,24/05/2023,2023,144,0,0,0,NM,
2,I,5,2I5,A,24/05/2023,2023,144,50,0,0,5,
2,I,5,2I5,C,24/05/2023,2023,144,50,0,0,NM,
2,I,5,2I5,E,24/05/2023,2023,144,50,0,0,NM,
2,I,5,2I5,G,24/05/2023,2023,144,50,0,0,NM,
2,I,5,2I5,I,24/05/2023,2023,144,50,0,0,NM,
2,C,6,2C6,A,24/05/2023,2023,144,0,0,0,6.5,
2,C,6,2C6,C,24/05/2023,2023,144,0,0,0,NM,
2,C,6,2C6,E,24/05/2023,2023,144,0,0,0,NM,
2,C,6,2C6,G,24/05/2023,2023,144,0,0,0,NM,
2,C,6,2C6,I,24/05/2023,2023,144,0,0,0,NM,
2,I,6,2I6,A,24/05/2023,2023,144,50,0,0,6.5,
